"Source","SourceFile","ProductGroup","GroupSort","GroupName","Material","LineShiftCount","LineShifts"
"JSON","TIA-338-RA.json","TWS","6","338-RA-R-B","ASSY BRACKET-338-INNER-R","2","ASSY BRACKET-338-INNER-R_C24B | ASSY BRACKET-338-INNER-R_C23B"
"JSON","TIA-338-RA.json","TWS","6","338-RA-R-B","ASSY F-PCB-338-R","1","ASSY F-PCB-338-R_C2BA"
"JSON","TIA-338-RA.json","TWS","7","338-RA-BK-L","ASSY REAR-338-BK-L-RA1","2","ASSY REAR-338-BK-L-RA1_C22A | ASSY REAR-338-BK-L-RA1_C22B"
"JSON","TIA-338-RA.json","TWS","7","338-RA-BK-L","ASSY BRACKET-338-INNER-L","4","ASSY BRACKET-338-INNER-L_C26A | ASSY BRACKET-338-INNER-L_C26B | ASSY BRACKET-338-INNER-L_C24A | ASSY BRACKET-338-INNER-L_C24B"
"JSON","TIA-338-RA.json","TWS","7","338-RA-BK-L","ASSY F-PCB-338-L","2","ASSY F-PCB-338-L_C2AB | ASSY F-PCB-338-L_C2BB"
"JSON","TIA-338-RA.json","TWS","8","338-RA-BK-R","ASSY REAR-338-BK-R-RA1","2","ASSY REAR-338-BK-R-RA1_C21A | ASSY REAR-338-BK-R-RA1_C21B"
"JSON","TIA-338-RA.json","TWS","8","338-RA-BK-R","ASSY BRACKET-338-INNER-R","4","ASSY BRACKET-338-INNER-R_C24A | ASSY BRACKET-338-INNER-R_C24B | ASSY BRACKET-338-INNER-R_C23A | ASSY BRACKET-338-INNER-R_C23B"
"JSON","TIA-338-RA.json","TWS","8","338-RA-BK-R","ASSY F-PCB-338-R","2","ASSY F-PCB-338-R_C2AA | ASSY F-PCB-338-R_C2BA"
"JSON","TIA-338-RA.json","TWS","9","338-RA-WH-L","ASSY REAR-338-WH-L-RA1","2","ASSY REAR-338-WH-L-RA1_C22A | ASSY REAR-338-WH-L-RA1_C22B"
"JSON","TIA-338-RA.json","TWS","9","338-RA-WH-L","ASSY BRACKET-338-INNER-L","4","ASSY BRACKET-338-INNER-L_C26A | ASSY BRACKET-338-INNER-L_C26B | ASSY BRACKET-338-INNER-L_C24A | ASSY BRACKET-338-INNER-L_C24B"
"JSON","TIA-338-RA.json","TWS","9","338-RA-WH-L","ASSY F-PCB-338-L","2","ASSY F-PCB-338-L_C2AB | ASSY F-PCB-338-L_C2BB"
"JSON","TIA-338-RA.json","TWS","10","338-RA-WH-R","ASSY REAR-338-WH-R-RA1","2","ASSY REAR-338-WH-R-RA1_C21A | ASSY REAR-338-WH-R-RA1_C21B"
"JSON","TIA-338-RA.json","TWS","10","338-RA-WH-R","ASSY BRACKET-338-INNER-R","4","ASSY BRACKET-338-INNER-R_C24A | ASSY BRACKET-338-INNER-R_C24B | ASSY BRACKET-338-INNER-R_C23A | ASSY BRACKET-338-INNER-R_C23B"
"JSON","TIA-338-RA.json","TWS","10","338-RA-WH-R","ASSY F-PCB-338-R","2","ASSY F-PCB-338-R_C2AA | ASSY F-PCB-338-R_C2BA"
"JSON","TIA-338-RA.json","TWS","11","338-RA-AP-L","ASSY REAR-338-AP-L-RA1","2","ASSY REAR-338-AP-L-RA1_C22A | ASSY REAR-338-AP-L-RA1_C22B"
"JSON","TIA-338-RA.json","TWS","11","338-RA-AP-L","ASSY BRACKET-338-INNER-L","4","ASSY BRACKET-338-INNER-L_C26A | ASSY BRACKET-338-INNER-L_C26B | ASSY BRACKET-338-INNER-L_C24A | ASSY BRACKET-338-INNER-L_C24B"
"JSON","TIA-338-RA.json","TWS","11","338-RA-AP-L","ASSY F-PCB-338-L","2","ASSY F-PCB-338-L_C2AB | ASSY F-PCB-338-L_C2BB"
"JSON","TIA-338-RA.json","TWS","12","338-RA-AP-R","ASSY REAR-338-AP-R-RA1","2","ASSY REAR-338-AP-R-RA1_C21A | ASSY REAR-338-AP-R-RA1_C21B"
"JSON","TIA-338-RA.json","TWS","12","338-RA-AP-R","ASSY BRACKET-338-INNER-R","4","ASSY BRACKET-338-INNER-R_C24A | ASSY BRACKET-338-INNER-R_C24B | ASSY BRACKET-338-INNER-R_C23A | ASSY BRACKET-338-INNER-R_C23B"
"JSON","TIA-338-RA.json","TWS","12","338-RA-AP-R","ASSY F-PCB-338-R","2","ASSY F-PCB-338-R_C2AA | ASSY F-PCB-338-R_C2BA"
"JSON","TIU-C11-18-E2.json","UNIT","0","C11-18","TIU-C11-18-L-ZZ","2","TIU-C11-18-L-ZZ_E21A | TIU-C11-18-L-ZZ_E21B"
"JSON","TIU-C11-18-E2.json","UNIT","0","C11-18","TIU-C11-18-R-ZZ","2","TIU-C11-18-R-ZZ_E22A | TIU-C11-18-R-ZZ_E22B"
"JSON","TIU-C11-18-E2.json","UNIT","1","C11-18-L","TIU-C11-18-L-ZZ","2","TIU-C11-18-L-ZZ_E21A | TIU-C11-18-L-ZZ_E21B"
"JSON","TIU-C11-18-E2.json","UNIT","2","C11-18-R","TIU-C11-18-R-ZZ","2","TIU-C11-18-R-ZZ_E22A | TIU-C11-18-R-ZZ_E22B"
"JSON","TIU-C11-20-A2.json","UNIT","0","C1120-A2","TIU-C11-20-L-ZZ","2","TIU-C11-20-L-ZZ_A21A | TIU-C11-20-L-ZZ_A21B"
"JSON","TIU-C11-20-A2.json","UNIT","0","C1120-A2","TIU-C11-20-R-ZZ","2","TIU-C11-20-R-ZZ_A21A | TIU-C11-20-R-ZZ_A21B"
"JSON","TIU-C11-20-A2.json","UNIT","1","C1120-L-A2","TIU-C11-20-L-ZZ","2","TIU-C11-20-L-ZZ_A21A | TIU-C11-20-L-ZZ_A21B"
"JSON","TIU-C11-20-A2.json","UNIT","2","C1120-R-A2","TIU-C11-20-R-ZZ","2","TIU-C11-20-R-ZZ_A21A | TIU-C11-20-R-ZZ_A21B"
"JSON","TIU-C11-20-A2.json","UNIT","3","C1120-L-A21A","TIU-C11-20-L-ZZ","1","TIU-C11-20-L-ZZ_A21A"
"JSON","TIU-C11-20-A2.json","UNIT","4","C1120-L-A21B","TIU-C11-20-L-ZZ","1","TIU-C11-20-L-ZZ_A21B"
"JSON","TIU-C11-20-A2.json","UNIT","5","C1120-R-A21A","TIU-C11-20-R-ZZ","1","TIU-C11-20-R-ZZ_A21A"
"JSON","TIU-C11-20-A2.json","UNIT","6","C1120-R-A21B","TIU-C11-20-R-ZZ","1","TIU-C11-20-R-ZZ_A21B"
"JSON","TIU-C11-20-D3.json","UNIT","0","C1120-D3","TIU-C11-20-L-ZZ","2","TIU-C11-20-L-ZZ_D31A | TIU-C11-20-L-ZZ_D31B"
"JSON","TIU-C11-20-D3.json","UNIT","0","C1120-D3","TIU-C11-20-R-ZZ","2","TIU-C11-20-R-ZZ_D32A | TIU-C11-20-R-ZZ_D32B"
"JSON","TIU-C11-20-D3.json","UNIT","1","C1120-D3-L","TIU-C11-20-L-ZZ","2","TIU-C11-20-L-ZZ_D31A | TIU-C11-20-L-ZZ_D31B"
"JSON","TIU-C11-20-D3.json","UNIT","2","C1120-D3-R","TIU-C11-20-R-ZZ","2","TIU-C11-20-R-ZZ_D32A | TIU-C11-20-R-ZZ_D32B"
"JSON","TIU-C11-20-D3.json","UNIT","3","C1120-L-D31A","TIU-C11-20-L-ZZ","1","TIU-C11-20-L-ZZ_D31A"
"JSON","TIU-C11-20-D3.json","UNIT","4","C1120-L-D31B","TIU-C11-20-L-ZZ","1","TIU-C11-20-L-ZZ_D31B"
"JSON","TIU-C11-20-D3.json","UNIT","5","C1120-R-D32A","TIU-C11-20-R-ZZ","1","TIU-C11-20-R-ZZ_D32A"
"JSON","TIU-C11-20-D3.json","UNIT","6","C1120-R-D32B","TIU-C11-20-R-ZZ","1","TIU-C11-20-R-ZZ_D32B"
"JSON","TIU-L5S3-01-A2.json","UNIT","0","L5S3-A2","TIU-L5S3-01-L-ZZ","2","TIU-L5S3-01-L-ZZ_A22A | TIU-L5S3-01-L-ZZ_A22B"
"JSON","TIU-L5S3-01-A2.json","UNIT","0","L5S3-A2","TIU-L5S3-01-R-ZZ","2","TIU-L5S3-01-R-ZZ_A23A | TIU-L5S3-01-R-ZZ_A23B"
"JSON","TIU-L5S3-01-A2.json","UNIT","1","L5S3-L-A2","TIU-L5S3-01-L-ZZ","2","TIU-L5S3-01-L-ZZ_A22A | TIU-L5S3-01-L-ZZ_A22B"
"JSON","TIU-L5S3-01-A2.json","UNIT","2","L5S3-R-A2","TIU-L5S3-01-R-ZZ","2","TIU-L5S3-01-R-ZZ_A23A | TIU-L5S3-01-R-ZZ_A23B"
"JSON","TIU-L5S3-01-A2.json","UNIT","3","L5S3-L-A22A","TIU-L5S3-01-L-ZZ","1","TIU-L5S3-01-L-ZZ_A22A"
"JSON","TIU-L5S3-01-A2.json","UNIT","4","L5S3-L-A22B","TIU-L5S3-01-L-ZZ","1","TIU-L5S3-01-L-ZZ_A22B"
"JSON","TIU-L5S3-01-A2.json","UNIT","5","L5S3-R-A23A","TIU-L5S3-01-R-ZZ","1","TIU-L5S3-01-R-ZZ_A23A"
"JSON","TIU-L5S3-01-A2.json","UNIT","6","L5S3-R-A23B","TIU-L5S3-01-R-ZZ","1","TIU-L5S3-01-R-ZZ_A23B"
"JSON","TIU-L5S3-01-D3.json","UNIT","0","L5S3-D3","TIU-L5S3-01-L-ZZ","2","TIU-L5S3-01-L-ZZ_D33A | TIU-L5S3-01-L-ZZ_D33B"
"JSON","TIU-L5S3-01-D3.json","UNIT","0","L5S3-D3","TIU-L5S3-01-R-ZZ","2","TIU-L5S3-01-R-ZZ_D34A | TIU-L5S3-01-R-ZZ_D34B"
"JSON","TIU-L5S3-01-D3.json","UNIT","1","L5S3-D3-L","TIU-L5S3-01-L-ZZ","2","TIU-L5S3-01-L-ZZ_D33A | TIU-L5S3-01-L-ZZ_D33B"
"JSON","TIU-L5S3-01-D3.json","UNIT","2","L5S3-D3-R","TIU-L5S3-01-R-ZZ","2","TIU-L5S3-01-R-ZZ_D34A | TIU-L5S3-01-R-ZZ_D34B"
"JSON","TIU-L5S3-01-D3.json","UNIT","3","L5S3-D3-L-D33A","TIU-L5S3-01-L-ZZ","1","TIU-L5S3-01-L-ZZ_D33A"
"JSON","TIU-L5S3-01-D3.json","UNIT","4","L5S3-D3-L-D33B","TIU-L5S3-01-L-ZZ","1","TIU-L5S3-01-L-ZZ_D33B"
"JSON","TIU-L5S3-01-D3.json","UNIT","5","L5S3-D3-R-D34A","TIU-L5S3-01-R-ZZ","1","TIU-L5S3-01-R-ZZ_D34A"
"JSON","TIU-L5S3-01-D3.json","UNIT","6","L5S3-D3-R-D34B","TIU-L5S3-01-R-ZZ","1","TIU-L5S3-01-R-ZZ_D34B"
"JSON","X526626.json","MODULE","0","X526/626","MSM-X526B-BOTTOM","2","MSM-X526B-BOTTOM_B21A | MSM-X526B-BOTTOM_B21B"
"JSON","X526626.json","MODULE","0","X526/626","MSM-X526B-TOP","4","MSM-X526B-TOP_B23A | MSM-X526B-TOP_B23B | MSM-X526B-TOP_B24A | MSM-X526B-TOP_B24B"
"JSON","X526626.json","MODULE","0","X526/626","MSM-X626B-BOTTOM","1","MSM-X626B-BOTTOM_B23A"
"JSON","X526626.json","MODULE","0","X526/626","MSM-X626B-TOP","1","MSM-X626B-TOP_B22A"
"JSON","X526626.json","MODULE","1","X526-TOP","MSM-X526B-TOP","4","MSM-X526B-TOP_B23A | MSM-X526B-TOP_B23B | MSM-X526B-TOP_B24A | MSM-X526B-TOP_B24B"
"JSON","X526626.json","MODULE","2","X526-BOT","MSM-X526B-BOTTOM","2","MSM-X526B-BOTTOM_B21A | MSM-X526B-BOTTOM_B21B"
"JSON","X526626.json","MODULE","3","X626-TOP","MSM-X626B-TOP","1","MSM-X626B-TOP_B22A"
"JSON","X526626.json","MODULE","4","X626-BOT","MSM-X626B-BOTTOM","1","MSM-X626B-BOTTOM_B23A"
"DB","process-review.db","","2","UNIT","TIU-C11-20-L-ZZ","2","TIU-C11-20-L-ZZ_D31A | TIU-C11-20-L-ZZ_D31B"
"DB","process-review.db","","1","MODULE","MSM-S936U","5","MSM-S936U_B25A | MSM-S936U_B25B | MSM-S936U_B27A | MSM-S936U_B28A | MSM-S936U_E22A"
"DB","process-review.db","","1","MODULE","SI-SM-S908U","4","SI-SM-S908U_B2AA | SI-SM-S908U_B2BA | SI-SM-S908U_B2GA | SI-SM-S908U_B2HA"
"DB","process-review.db","","0","SPK","BRS-161011S08ZZ","3","BRS-161011S08ZZ_B2FA | BRS-161011S08ZZ_D24A | BRS-161011S08ZZ_D29A"
"DB","process-review.db","","3","TWS","338-RA-L","12","ASSY BRACKET-338-INNER-L_C24A | ASSY BRACKET-338-INNER-L_C24B | ASSY BRACKET-338-INNER-L_C26A | ASSY BRACKET-338-INNER-L_C26B | ASSY F-PCB-338-L_C2AB | ASSY F-PCB-338-L_C2BB | ASSY REAR-338-AP-L-RA1_C22A | ASSY REAR-338-AP-L-RA1_C22B | ASSY REAR-338-BK-L-RA1_C22A | ASSY REAR-338-BK-L-RA1_C22B | ASSY REAR-338-WH-L-RA1_C22A | ASSY REAR-338-WH-L-RA1_C22B"
"DB","process-review.db","","2","UNIT","TIU-C11-18-L-ZZ","2","TIU-C11-18-L-ZZ_E21A | TIU-C11-18-L-ZZ_E21B"
"DB","process-review.db","","1","MODULE","MSM-S926U","5","MSM-S926U_B23A | MSM-S926U_B24A | MSM-S926U_B24B | MSM-S926U_B28A | MSM-S926U_SAMP"
"DB","process-review.db","","0","SPK","BRS-161014S08ZZ","2","BRS-161014S08ZZ_E23A | BRS-161014S08ZZ_E23B"
"DB","process-review.db","","2","UNIT","TIU-L5S3-01-L-ZZ","2","TIU-L5S3-01-L-ZZ_D33A | TIU-L5S3-01-L-ZZ_D33B"
"DB","process-review.db","","1","MODULE","MSM-S921B","2","MSM-S921B_B28A | MSM-S921B_B28B"
"DB","process-review.db","","1","MODULE","SI-SM-G736B","4","SI-SM-G736B_B23A | SI-SM-G736B_B28A | SI-SM-G736B_B2CA | SI-SM-G736B_B2DA"
"DB","process-review.db","","2","UNIT","TIU-L5S3-01-R-ZZ","2","TIU-L5S3-01-R-ZZ_D34A | TIU-L5S3-01-R-ZZ_D34B"
"DB","process-review.db","","0","SPK","BRS-161016S08ZZ","6","BRS-161016S08ZZ_C23A | BRS-161016S08ZZ_C23B | BRS-161016S08ZZ_C26A | BRS-161016S08ZZ_C26B | BRS-161016S08ZZ_E23A | BRS-161016S08ZZ_E23B"
"DB","process-review.db","","1","MODULE","MSM-X626B-BOTTOM","1","MSM-X626B-BOTTOM_B23A"
"DB","process-review.db","","1","MODULE","MSM-X626B-TOP","1","MSM-X626B-TOP_B22A"
"DB","process-review.db","","1","MODULE","MSM-X526B-BOTTOM","3","MSM-X526B-BOTTOM_A21A | MSM-X526B-BOTTOM_B21A | MSM-X526B-BOTTOM_B21B"
"DB","process-review.db","","0","SPK","MSU-L20S15-07","4","MSU-L20S15-07_C22A | MSU-L20S15-07_C22B | MSU-L20S15-07_E24A | MSU-L20S15-07_E24B"
"DB","process-review.db","","2","UNIT","TIU-C11-18-R-ZZ","4","TIU-C11-18-R-ZZ_E21A | TIU-C11-18-R-ZZ_E21B | TIU-C11-18-R-ZZ_E22A | TIU-C11-18-R-ZZ_E22B"
"DB","process-review.db","","1","MODULE","MSM-S931B","3","MSM-S931B_B23A | MSM-S931B_B2AA | MSM-S931B_B2AB"
"DB","process-review.db","","3","TWS","338-RA-R","12","ASSY BRACKET-338-INNER-R_C23A | ASSY BRACKET-338-INNER-R_C23B | ASSY BRACKET-338-INNER-R_C24A | ASSY BRACKET-338-INNER-R_C24B | ASSY F-PCB-338-R_C2AA | ASSY F-PCB-338-R_C2BA | ASSY REAR-338-AP-R-RA1_C21A | ASSY REAR-338-AP-R-RA1_C21B | ASSY REAR-338-BK-R-RA1_C21A | ASSY REAR-338-BK-R-RA1_C21B | ASSY REAR-338-WH-R-RA1_C21A | ASSY REAR-338-WH-R-RA1_C21B"
"DB","process-review.db","","0","SPK","BRS-181389S08ZZ","3","BRS-181389S08ZZ_B25A | BRS-181389S08ZZ_C29A | BRS-181389S08ZZ_C2AA"
"DB","process-review.db","","0","SPK","BRS-201506S08ZZ","5","BRS-201506S08ZZ_C22A | BRS-201506S08ZZ_C22B | BRS-201506S08ZZ_C23A | BRS-201506S08ZZ_E24A | BRS-201506S08ZZ_E24B"
"DB","process-review.db","","2","UNIT","TIU-C11-20-R-ZZ","2","TIU-C11-20-R-ZZ_D32A | TIU-C11-20-R-ZZ_D32B"
"DB","process-review.db","","1","MODULE","MSM-X526B-TOP","5","MSM-X526B-TOP_B23A | MSM-X526B-TOP_B23B | MSM-X526B-TOP_B24A | MSM-X526B-TOP_B24B | MSM-X526B-TOP_B27A"
