"Source","SourceFile","ProductGroup","GroupSort","GroupName","Material","LineShift"
"JSON","TIA-338-RA.json","TWS","8","338-RA-BK-R","ASSY REAR-338-BK-R-RA1","ASSY REAR-338-BK-R-RA1_C21B"
"JSON","TIA-338-RA.json","TWS","8","338-RA-BK-R","ASSY BRACKET-338-INNER-R","ASSY BRACKET-338-INNER-R_C24A"
"JSON","TIA-338-RA.json","TWS","8","338-RA-BK-R","ASSY BRACKET-338-INNER-R","ASSY BRACKET-338-INNER-R_C24B"
"JSON","TIA-338-RA.json","TWS","8","338-RA-BK-R","ASSY BRACKET-338-INNER-R","ASSY BRACKET-338-INNER-R_C23A"
"JSON","TIA-338-RA.json","TWS","8","338-RA-BK-R","ASSY BRACKET-338-INNER-R","ASSY BRACKET-338-INNER-R_C23B"
"JSON","TIA-338-RA.json","TWS","8","338-RA-BK-R","ASSY F-PCB-338-R","ASSY F-PCB-338-R_C2AA"
"JSON","TIA-338-RA.json","TWS","8","338-RA-BK-R","ASSY F-PCB-338-R","ASSY F-PCB-338-R_C2BA"
"JSON","TIA-338-RA.json","TWS","9","338-RA-WH-L","ASSY REAR-338-WH-L-RA1","ASSY REAR-338-WH-L-RA1_C22A"
"JSON","TIA-338-RA.json","TWS","9","338-RA-WH-L","ASSY REAR-338-WH-L-RA1","ASSY REAR-338-WH-L-RA1_C22B"
"JSON","TIA-338-RA.json","TWS","9","338-RA-WH-L","ASSY BRACKET-338-INNER-L","ASSY BRACKET-338-INNER-L_C26A"
"JSON","TIA-338-RA.json","TWS","9","338-RA-WH-L","ASSY BRACKET-338-INNER-L","ASSY BRACKET-338-INNER-L_C26B"
"JSON","TIA-338-RA.json","TWS","9","338-RA-WH-L","ASSY BRACKET-338-INNER-L","ASSY BRACKET-338-INNER-L_C24A"
"JSON","TIA-338-RA.json","TWS","9","338-RA-WH-L","ASSY BRACKET-338-INNER-L","ASSY BRACKET-338-INNER-L_C24B"
"JSON","TIA-338-RA.json","TWS","9","338-RA-WH-L","ASSY F-PCB-338-L","ASSY F-PCB-338-L_C2AB"
"JSON","TIA-338-RA.json","TWS","9","338-RA-WH-L","ASSY F-PCB-338-L","ASSY F-PCB-338-L_C2BB"
"JSON","TIA-338-RA.json","TWS","10","338-RA-WH-R","ASSY REAR-338-WH-R-RA1","ASSY REAR-338-WH-R-RA1_C21A"
"JSON","TIA-338-RA.json","TWS","10","338-RA-WH-R","ASSY REAR-338-WH-R-RA1","ASSY REAR-338-WH-R-RA1_C21B"
"JSON","TIA-338-RA.json","TWS","10","338-RA-WH-R","ASSY BRACKET-338-INNER-R","ASSY BRACKET-338-INNER-R_C24A"
"JSON","TIA-338-RA.json","TWS","10","338-RA-WH-R","ASSY BRACKET-338-INNER-R","ASSY BRACKET-338-INNER-R_C24B"
"JSON","TIA-338-RA.json","TWS","10","338-RA-WH-R","ASSY BRACKET-338-INNER-R","ASSY BRACKET-338-INNER-R_C23A"
"JSON","TIA-338-RA.json","TWS","10","338-RA-WH-R","ASSY BRACKET-338-INNER-R","ASSY BRACKET-338-INNER-R_C23B"
"JSON","TIA-338-RA.json","TWS","10","338-RA-WH-R","ASSY F-PCB-338-R","ASSY F-PCB-338-R_C2AA"
"JSON","TIA-338-RA.json","TWS","10","338-RA-WH-R","ASSY F-PCB-338-R","ASSY F-PCB-338-R_C2BA"
"JSON","TIA-338-RA.json","TWS","11","338-RA-AP-L","ASSY REAR-338-AP-L-RA1","ASSY REAR-338-AP-L-RA1_C22A"
"JSON","TIA-338-RA.json","TWS","11","338-RA-AP-L","ASSY REAR-338-AP-L-RA1","ASSY REAR-338-AP-L-RA1_C22B"
"JSON","TIA-338-RA.json","TWS","11","338-RA-AP-L","ASSY BRACKET-338-INNER-L","ASSY BRACKET-338-INNER-L_C26A"
"JSON","TIA-338-RA.json","TWS","11","338-RA-AP-L","ASSY BRACKET-338-INNER-L","ASSY BRACKET-338-INNER-L_C26B"
"JSON","TIA-338-RA.json","TWS","11","338-RA-AP-L","ASSY BRACKET-338-INNER-L","ASSY BRACKET-338-INNER-L_C24A"
"JSON","TIA-338-RA.json","TWS","11","338-RA-AP-L","ASSY BRACKET-338-INNER-L","ASSY BRACKET-338-INNER-L_C24B"
"JSON","TIA-338-RA.json","TWS","11","338-RA-AP-L","ASSY F-PCB-338-L","ASSY F-PCB-338-L_C2AB"
"JSON","TIA-338-RA.json","TWS","11","338-RA-AP-L","ASSY F-PCB-338-L","ASSY F-PCB-338-L_C2BB"
"JSON","TIA-338-RA.json","TWS","12","338-RA-AP-R","ASSY REAR-338-AP-R-RA1","ASSY REAR-338-AP-R-RA1_C21A"
"JSON","TIA-338-RA.json","TWS","12","338-RA-AP-R","ASSY REAR-338-AP-R-RA1","ASSY REAR-338-AP-R-RA1_C21B"
"JSON","TIA-338-RA.json","TWS","12","338-RA-AP-R","ASSY BRACKET-338-INNER-R","ASSY BRACKET-338-INNER-R_C24A"
"JSON","TIA-338-RA.json","TWS","12","338-RA-AP-R","ASSY BRACKET-338-INNER-R","ASSY BRACKET-338-INNER-R_C24B"
"JSON","TIA-338-RA.json","TWS","12","338-RA-AP-R","ASSY BRACKET-338-INNER-R","ASSY BRACKET-338-INNER-R_C23A"
"JSON","TIA-338-RA.json","TWS","12","338-RA-AP-R","ASSY BRACKET-338-INNER-R","ASSY BRACKET-338-INNER-R_C23B"
"JSON","TIA-338-RA.json","TWS","12","338-RA-AP-R","ASSY F-PCB-338-R","ASSY F-PCB-338-R_C2AA"
"JSON","TIA-338-RA.json","TWS","12","338-RA-AP-R","ASSY F-PCB-338-R","ASSY F-PCB-338-R_C2BA"
"JSON","TIU-C11-18-E2.json","UNIT","0","C11-18","TIU-C11-18-L-ZZ","TIU-C11-18-L-ZZ_E21A"
"JSON","TIU-C11-18-E2.json","UNIT","0","C11-18","TIU-C11-18-L-ZZ","TIU-C11-18-L-ZZ_E21B"
"JSON","TIU-C11-18-E2.json","UNIT","0","C11-18","TIU-C11-18-R-ZZ","TIU-C11-18-R-ZZ_E22A"
"JSON","TIU-C11-18-E2.json","UNIT","0","C11-18","TIU-C11-18-R-ZZ","TIU-C11-18-R-ZZ_E22B"
"JSON","TIU-C11-18-E2.json","UNIT","1","C11-18-L","TIU-C11-18-L-ZZ","TIU-C11-18-L-ZZ_E21A"
"JSON","TIU-C11-18-E2.json","UNIT","1","C11-18-L","TIU-C11-18-L-ZZ","TIU-C11-18-L-ZZ_E21B"
"JSON","TIU-C11-18-E2.json","UNIT","2","C11-18-R","TIU-C11-18-R-ZZ","TIU-C11-18-R-ZZ_E22A"
"JSON","TIU-C11-18-E2.json","UNIT","2","C11-18-R","TIU-C11-18-R-ZZ","TIU-C11-18-R-ZZ_E22B"
"JSON","TIU-C11-20-A2.json","UNIT","0","C1120-A2","TIU-C11-20-L-ZZ","TIU-C11-20-L-ZZ_A21A"
"JSON","TIU-C11-20-A2.json","UNIT","0","C1120-A2","TIU-C11-20-L-ZZ","TIU-C11-20-L-ZZ_A21B"
"JSON","TIU-C11-20-A2.json","UNIT","0","C1120-A2","TIU-C11-20-R-ZZ","TIU-C11-20-R-ZZ_A21A"
"JSON","TIU-C11-20-A2.json","UNIT","0","C1120-A2","TIU-C11-20-R-ZZ","TIU-C11-20-R-ZZ_A21B"
"JSON","TIU-C11-20-A2.json","UNIT","1","C1120-L-A2","TIU-C11-20-L-ZZ","TIU-C11-20-L-ZZ_A21A"
"JSON","TIU-C11-20-A2.json","UNIT","1","C1120-L-A2","TIU-C11-20-L-ZZ","TIU-C11-20-L-ZZ_A21B"
"JSON","TIU-C11-20-A2.json","UNIT","2","C1120-R-A2","TIU-C11-20-R-ZZ","TIU-C11-20-R-ZZ_A21A"
"JSON","TIU-C11-20-A2.json","UNIT","2","C1120-R-A2","TIU-C11-20-R-ZZ","TIU-C11-20-R-ZZ_A21B"
"JSON","TIU-C11-20-A2.json","UNIT","3","C1120-L-A21A","TIU-C11-20-L-ZZ","TIU-C11-20-L-ZZ_A21A"
"JSON","TIU-C11-20-A2.json","UNIT","4","C1120-L-A21B","TIU-C11-20-L-ZZ","TIU-C11-20-L-ZZ_A21B"
"JSON","TIU-C11-20-A2.json","UNIT","5","C1120-R-A21A","TIU-C11-20-R-ZZ","TIU-C11-20-R-ZZ_A21A"
"JSON","TIU-C11-20-A2.json","UNIT","6","C1120-R-A21B","TIU-C11-20-R-ZZ","TIU-C11-20-R-ZZ_A21B"
"JSON","TIU-C11-20-D3.json","UNIT","0","C1120-D3","TIU-C11-20-L-ZZ","TIU-C11-20-L-ZZ_D31A"
"JSON","TIU-C11-20-D3.json","UNIT","0","C1120-D3","TIU-C11-20-L-ZZ","TIU-C11-20-L-ZZ_D31B"
"JSON","TIU-C11-20-D3.json","UNIT","0","C1120-D3","TIU-C11-20-R-ZZ","TIU-C11-20-R-ZZ_D32A"
"JSON","TIU-C11-20-D3.json","UNIT","0","C1120-D3","TIU-C11-20-R-ZZ","TIU-C11-20-R-ZZ_D32B"
"JSON","TIU-C11-20-D3.json","UNIT","1","C1120-D3-L","TIU-C11-20-L-ZZ","TIU-C11-20-L-ZZ_D31A"
"JSON","TIU-C11-20-D3.json","UNIT","1","C1120-D3-L","TIU-C11-20-L-ZZ","TIU-C11-20-L-ZZ_D31B"
"JSON","TIU-C11-20-D3.json","UNIT","2","C1120-D3-R","TIU-C11-20-R-ZZ","TIU-C11-20-R-ZZ_D32A"
"JSON","TIU-C11-20-D3.json","UNIT","2","C1120-D3-R","TIU-C11-20-R-ZZ","TIU-C11-20-R-ZZ_D32B"
"JSON","TIU-C11-20-D3.json","UNIT","3","C1120-L-D31A","TIU-C11-20-L-ZZ","TIU-C11-20-L-ZZ_D31A"
"JSON","TIU-C11-20-D3.json","UNIT","4","C1120-L-D31B","TIU-C11-20-L-ZZ","TIU-C11-20-L-ZZ_D31B"
"JSON","TIU-C11-20-D3.json","UNIT","5","C1120-R-D32A","TIU-C11-20-R-ZZ","TIU-C11-20-R-ZZ_D32A"
"JSON","TIU-C11-20-D3.json","UNIT","6","C1120-R-D32B","TIU-C11-20-R-ZZ","TIU-C11-20-R-ZZ_D32B"
"JSON","TIU-L5S3-01-A2.json","UNIT","0","L5S3-A2","TIU-L5S3-01-L-ZZ","TIU-L5S3-01-L-ZZ_A22A"
"JSON","TIU-L5S3-01-A2.json","UNIT","0","L5S3-A2","TIU-L5S3-01-L-ZZ","TIU-L5S3-01-L-ZZ_A22B"
"JSON","TIU-L5S3-01-A2.json","UNIT","0","L5S3-A2","TIU-L5S3-01-R-ZZ","TIU-L5S3-01-R-ZZ_A23A"
"JSON","TIU-L5S3-01-A2.json","UNIT","0","L5S3-A2","TIU-L5S3-01-R-ZZ","TIU-L5S3-01-R-ZZ_A23B"
"JSON","TIU-L5S3-01-A2.json","UNIT","1","L5S3-L-A2","TIU-L5S3-01-L-ZZ","TIU-L5S3-01-L-ZZ_A22A"
"JSON","TIU-L5S3-01-A2.json","UNIT","1","L5S3-L-A2","TIU-L5S3-01-L-ZZ","TIU-L5S3-01-L-ZZ_A22B"
"JSON","TIU-L5S3-01-A2.json","UNIT","2","L5S3-R-A2","TIU-L5S3-01-R-ZZ","TIU-L5S3-01-R-ZZ_A23A"
"JSON","TIU-L5S3-01-A2.json","UNIT","2","L5S3-R-A2","TIU-L5S3-01-R-ZZ","TIU-L5S3-01-R-ZZ_A23B"
"JSON","TIU-L5S3-01-A2.json","UNIT","3","L5S3-L-A22A","TIU-L5S3-01-L-ZZ","TIU-L5S3-01-L-ZZ_A22A"
"JSON","TIU-L5S3-01-A2.json","UNIT","4","L5S3-L-A22B","TIU-L5S3-01-L-ZZ","TIU-L5S3-01-L-ZZ_A22B"
"JSON","TIU-L5S3-01-A2.json","UNIT","5","L5S3-R-A23A","TIU-L5S3-01-R-ZZ","TIU-L5S3-01-R-ZZ_A23A"
"JSON","TIU-L5S3-01-A2.json","UNIT","6","L5S3-R-A23B","TIU-L5S3-01-R-ZZ","TIU-L5S3-01-R-ZZ_A23B"
"JSON","TIU-L5S3-01-D3.json","UNIT","0","L5S3-D3","TIU-L5S3-01-L-ZZ","TIU-L5S3-01-L-ZZ_D33A"
"JSON","TIU-L5S3-01-D3.json","UNIT","0","L5S3-D3","TIU-L5S3-01-R-ZZ","TIU-L5S3-01-R-ZZ_D34A"
"JSON","TIU-L5S3-01-D3.json","UNIT","0","L5S3-D3","TIU-L5S3-01-L-ZZ","TIU-L5S3-01-L-ZZ_D33B"
"JSON","TIU-L5S3-01-D3.json","UNIT","0","L5S3-D3","TIU-L5S3-01-R-ZZ","TIU-L5S3-01-R-ZZ_D34B"
"JSON","TIU-L5S3-01-D3.json","UNIT","1","L5S3-D3-L","TIU-L5S3-01-L-ZZ","TIU-L5S3-01-L-ZZ_D33A"
"JSON","TIU-L5S3-01-D3.json","UNIT","1","L5S3-D3-L","TIU-L5S3-01-L-ZZ","TIU-L5S3-01-L-ZZ_D33B"
"JSON","TIU-L5S3-01-D3.json","UNIT","2","L5S3-D3-R","TIU-L5S3-01-R-ZZ","TIU-L5S3-01-R-ZZ_D34A"
"JSON","TIU-L5S3-01-D3.json","UNIT","2","L5S3-D3-R","TIU-L5S3-01-R-ZZ","TIU-L5S3-01-R-ZZ_D34B"
"JSON","TIU-L5S3-01-D3.json","UNIT","3","L5S3-D3-L-D33A","TIU-L5S3-01-L-ZZ","TIU-L5S3-01-L-ZZ_D33A"
"JSON","TIU-L5S3-01-D3.json","UNIT","4","L5S3-D3-L-D33B","TIU-L5S3-01-L-ZZ","TIU-L5S3-01-L-ZZ_D33B"
"JSON","TIU-L5S3-01-D3.json","UNIT","5","L5S3-D3-R-D34A","TIU-L5S3-01-R-ZZ","TIU-L5S3-01-R-ZZ_D34A"
"JSON","TIU-L5S3-01-D3.json","UNIT","6","L5S3-D3-R-D34B","TIU-L5S3-01-R-ZZ","TIU-L5S3-01-R-ZZ_D34B"
"JSON","X526626.json","MODULE","0","X526/626","MSM-X526B-BOTTOM","MSM-X526B-BOTTOM_B21A"
"JSON","X526626.json","MODULE","0","X526/626","MSM-X526B-BOTTOM","MSM-X526B-BOTTOM_B21B"
"JSON","X526626.json","MODULE","0","X526/626","MSM-X526B-TOP","MSM-X526B-TOP_B23A"
"JSON","X526626.json","MODULE","0","X526/626","MSM-X526B-TOP","MSM-X526B-TOP_B23B"
"JSON","X526626.json","MODULE","0","X526/626","MSM-X526B-TOP","MSM-X526B-TOP_B24A"
"JSON","X526626.json","MODULE","0","X526/626","MSM-X526B-TOP","MSM-X526B-TOP_B24B"
"JSON","X526626.json","MODULE","0","X526/626","MSM-X626B-BOTTOM","MSM-X626B-BOTTOM_B23A"
"JSON","X526626.json","MODULE","0","X526/626","MSM-X626B-TOP","MSM-X626B-TOP_B22A"
"JSON","X526626.json","MODULE","1","X526-TOP","MSM-X526B-TOP","MSM-X526B-TOP_B23A"
"JSON","X526626.json","MODULE","1","X526-TOP","MSM-X526B-TOP","MSM-X526B-TOP_B23B"
"JSON","X526626.json","MODULE","1","X526-TOP","MSM-X526B-TOP","MSM-X526B-TOP_B24A"
"JSON","X526626.json","MODULE","1","X526-TOP","MSM-X526B-TOP","MSM-X526B-TOP_B24B"
"JSON","X526626.json","MODULE","2","X526-BOT","MSM-X526B-BOTTOM","MSM-X526B-BOTTOM_B21A"
"JSON","X526626.json","MODULE","2","X526-BOT","MSM-X526B-BOTTOM","MSM-X526B-BOTTOM_B21B"
"JSON","X526626.json","MODULE","3","X626-TOP","MSM-X626B-TOP","MSM-X626B-TOP_B22A"
"JSON","X526626.json","MODULE","4","X626-BOT","MSM-X626B-BOTTOM","MSM-X626B-BOTTOM_B23A"
"DB","process-review.db","","0","SPK","BRS-161011S08ZZ","BRS-161011S08ZZ_B2FA"
"DB","process-review.db","","0","SPK","BRS-161011S08ZZ","BRS-161011S08ZZ_D24A"
"DB","process-review.db","","0","SPK","BRS-161011S08ZZ","BRS-161011S08ZZ_D29A"
"DB","process-review.db","","0","SPK","BRS-161014S08ZZ","BRS-161014S08ZZ_E23A"
"DB","process-review.db","","0","SPK","BRS-161014S08ZZ","BRS-161014S08ZZ_E23B"
"DB","process-review.db","","0","SPK","BRS-161016S08ZZ","BRS-161016S08ZZ_C23A"
"DB","process-review.db","","0","SPK","BRS-161016S08ZZ","BRS-161016S08ZZ_C23B"
"DB","process-review.db","","0","SPK","BRS-161016S08ZZ","BRS-161016S08ZZ_C26A"
"DB","process-review.db","","0","SPK","BRS-161016S08ZZ","BRS-161016S08ZZ_C26B"
"DB","process-review.db","","0","SPK","BRS-161016S08ZZ","BRS-161016S08ZZ_E23A"
"DB","process-review.db","","0","SPK","BRS-161016S08ZZ","BRS-161016S08ZZ_E23B"
"DB","process-review.db","","0","SPK","BRS-181389S08ZZ","BRS-181389S08ZZ_B25A"
"DB","process-review.db","","0","SPK","BRS-181389S08ZZ","BRS-181389S08ZZ_C29A"
"DB","process-review.db","","0","SPK","BRS-181389S08ZZ","BRS-181389S08ZZ_C2AA"
"DB","process-review.db","","0","SPK","BRS-201506S08ZZ","BRS-201506S08ZZ_C22A"
"DB","process-review.db","","0","SPK","BRS-201506S08ZZ","BRS-201506S08ZZ_C22B"
"DB","process-review.db","","0","SPK","BRS-201506S08ZZ","BRS-201506S08ZZ_C23A"
"DB","process-review.db","","0","SPK","BRS-201506S08ZZ","BRS-201506S08ZZ_E24A"
"DB","process-review.db","","0","SPK","BRS-201506S08ZZ","BRS-201506S08ZZ_E24B"
"DB","process-review.db","","0","SPK","MSU-L20S15-07","MSU-L20S15-07_C22A"
"DB","process-review.db","","0","SPK","MSU-L20S15-07","MSU-L20S15-07_C22B"
"DB","process-review.db","","0","SPK","MSU-L20S15-07","MSU-L20S15-07_E24A"
"DB","process-review.db","","0","SPK","MSU-L20S15-07","MSU-L20S15-07_E24B"
"DB","process-review.db","","1","MODULE","SI-SM-G736B","SI-SM-G736B_B23A"
"DB","process-review.db","","1","MODULE","SI-SM-G736B","SI-SM-G736B_B28A"
"DB","process-review.db","","1","MODULE","SI-SM-G736B","SI-SM-G736B_B2CA"
"DB","process-review.db","","1","MODULE","SI-SM-G736B","SI-SM-G736B_B2DA"
"DB","process-review.db","","1","MODULE","SI-SM-S908U","SI-SM-S908U_B2AA"
"DB","process-review.db","","1","MODULE","SI-SM-S908U","SI-SM-S908U_B2BA"
"DB","process-review.db","","1","MODULE","SI-SM-S908U","SI-SM-S908U_B2GA"
"DB","process-review.db","","1","MODULE","SI-SM-S908U","SI-SM-S908U_B2HA"
"DB","process-review.db","","1","MODULE","MSM-S921B","MSM-S921B_B28A"
"DB","process-review.db","","1","MODULE","MSM-S921B","MSM-S921B_B28B"
"DB","process-review.db","","1","MODULE","MSM-S926U","MSM-S926U_B23A"
"DB","process-review.db","","1","MODULE","MSM-S926U","MSM-S926U_B24A"
"DB","process-review.db","","1","MODULE","MSM-S926U","MSM-S926U_B24B"
"DB","process-review.db","","1","MODULE","MSM-S926U","MSM-S926U_B28A"
"DB","process-review.db","","1","MODULE","MSM-S926U","MSM-S926U_SAMP"
"DB","process-review.db","","1","MODULE","MSM-S931B","MSM-S931B_B23A"
"DB","process-review.db","","1","MODULE","MSM-S931B","MSM-S931B_B2AA"
"DB","process-review.db","","1","MODULE","MSM-S931B","MSM-S931B_B2AB"
"DB","process-review.db","","1","MODULE","MSM-S936U","MSM-S936U_B25A"
"DB","process-review.db","","1","MODULE","MSM-S936U","MSM-S936U_B25B"
"DB","process-review.db","","1","MODULE","MSM-S936U","MSM-S936U_B27A"
"DB","process-review.db","","1","MODULE","MSM-S936U","MSM-S936U_B28A"
"DB","process-review.db","","1","MODULE","MSM-S936U","MSM-S936U_E22A"
"DB","process-review.db","","1","MODULE","MSM-X526B-BOTTOM","MSM-X526B-BOTTOM_A21A"
"DB","process-review.db","","1","MODULE","MSM-X526B-BOTTOM","MSM-X526B-BOTTOM_B21A"
"DB","process-review.db","","1","MODULE","MSM-X526B-BOTTOM","MSM-X526B-BOTTOM_B21B"
"DB","process-review.db","","1","MODULE","MSM-X526B-TOP","MSM-X526B-TOP_B23A"
"DB","process-review.db","","1","MODULE","MSM-X526B-TOP","MSM-X526B-TOP_B23B"
"DB","process-review.db","","1","MODULE","MSM-X526B-TOP","MSM-X526B-TOP_B24A"
"DB","process-review.db","","1","MODULE","MSM-X526B-TOP","MSM-X526B-TOP_B24B"
"DB","process-review.db","","1","MODULE","MSM-X526B-TOP","MSM-X526B-TOP_B27A"
"DB","process-review.db","","1","MODULE","MSM-X626B-BOTTOM","MSM-X626B-BOTTOM_B23A"
"DB","process-review.db","","1","MODULE","MSM-X626B-TOP","MSM-X626B-TOP_B22A"
"DB","process-review.db","","2","UNIT","TIU-C11-18-L-ZZ","TIU-C11-18-L-ZZ_E21A"
"DB","process-review.db","","2","UNIT","TIU-C11-18-L-ZZ","TIU-C11-18-L-ZZ_E21B"
"DB","process-review.db","","2","UNIT","TIU-C11-18-R-ZZ","TIU-C11-18-R-ZZ_E21A"
"DB","process-review.db","","2","UNIT","TIU-C11-18-R-ZZ","TIU-C11-18-R-ZZ_E21B"
"DB","process-review.db","","2","UNIT","TIU-C11-18-R-ZZ","TIU-C11-18-R-ZZ_E22A"
"DB","process-review.db","","2","UNIT","TIU-C11-18-R-ZZ","TIU-C11-18-R-ZZ_E22B"
"DB","process-review.db","","2","UNIT","TIU-L5S3-01-L-ZZ","TIU-L5S3-01-L-ZZ_D33A"
"DB","process-review.db","","2","UNIT","TIU-L5S3-01-L-ZZ","TIU-L5S3-01-L-ZZ_D33B"
"DB","process-review.db","","2","UNIT","TIU-L5S3-01-R-ZZ","TIU-L5S3-01-R-ZZ_D34A"
"DB","process-review.db","","2","UNIT","TIU-L5S3-01-R-ZZ","TIU-L5S3-01-R-ZZ_D34B"
"DB","process-review.db","","2","UNIT","TIU-C11-20-L-ZZ","TIU-C11-20-L-ZZ_D31A"
"DB","process-review.db","","2","UNIT","TIU-C11-20-L-ZZ","TIU-C11-20-L-ZZ_D31B"
"DB","process-review.db","","2","UNIT","TIU-C11-20-R-ZZ","TIU-C11-20-R-ZZ_D32A"
"DB","process-review.db","","2","UNIT","TIU-C11-20-R-ZZ","TIU-C11-20-R-ZZ_D32B"
"DB","process-review.db","","3","TWS","338-RA-L","ASSY BRACKET-338-INNER-L_C24A"
"DB","process-review.db","","3","TWS","338-RA-L","ASSY BRACKET-338-INNER-L_C24B"
"DB","process-review.db","","3","TWS","338-RA-L","ASSY BRACKET-338-INNER-L_C26A"
"DB","process-review.db","","3","TWS","338-RA-L","ASSY BRACKET-338-INNER-L_C26B"
"DB","process-review.db","","3","TWS","338-RA-L","ASSY F-PCB-338-L_C2AB"
"DB","process-review.db","","3","TWS","338-RA-L","ASSY F-PCB-338-L_C2BB"
"DB","process-review.db","","3","TWS","338-RA-L","ASSY REAR-338-AP-L-RA1_C22A"
"DB","process-review.db","","3","TWS","338-RA-L","ASSY REAR-338-AP-L-RA1_C22B"
"DB","process-review.db","","3","TWS","338-RA-L","ASSY REAR-338-BK-L-RA1_C22A"
"DB","process-review.db","","3","TWS","338-RA-L","ASSY REAR-338-BK-L-RA1_C22B"
"DB","process-review.db","","3","TWS","338-RA-L","ASSY REAR-338-WH-L-RA1_C22A"
"DB","process-review.db","","3","TWS","338-RA-L","ASSY REAR-338-WH-L-RA1_C22B"
"DB","process-review.db","","3","TWS","338-RA-R","ASSY BRACKET-338-INNER-R_C23A"
"DB","process-review.db","","3","TWS","338-RA-R","ASSY BRACKET-338-INNER-R_C23B"
"DB","process-review.db","","3","TWS","338-RA-R","ASSY BRACKET-338-INNER-R_C24A"
"DB","process-review.db","","3","TWS","338-RA-R","ASSY BRACKET-338-INNER-R_C24B"
"DB","process-review.db","","3","TWS","338-RA-R","ASSY F-PCB-338-R_C2AA"
"DB","process-review.db","","3","TWS","338-RA-R","ASSY F-PCB-338-R_C2BA"
"DB","process-review.db","","3","TWS","338-RA-R","ASSY REAR-338-AP-R-RA1_C21A"
"DB","process-review.db","","3","TWS","338-RA-R","ASSY REAR-338-AP-R-RA1_C21B"
"DB","process-review.db","","3","TWS","338-RA-R","ASSY REAR-338-BK-R-RA1_C21A"
"DB","process-review.db","","3","TWS","338-RA-R","ASSY REAR-338-BK-R-RA1_C21B"
"DB","process-review.db","","3","TWS","338-RA-R","ASSY REAR-338-WH-R-RA1_C21A"
"DB","process-review.db","","3","TWS","338-RA-R","ASSY REAR-338-WH-R-RA1_C21B"
